"ICES" "Species" "mean_length" "haul_sum" "CPUE_mean" "biomass"
"38G0" "Gadus morhua" 341.193288548348 57 361.452140350877 143.566211490134
"38G0" "Salmo trutta" 400 57 0.0350877192982456 0.0224561403508772
"38G0" "Trisopterus minutus" 102.142857142857 57 0.315789473684211 0.00336528348933558
"38G0" "Solea solea" 242.685185185185 57 1.24982456140351 0.178640058176712
"38G0" "Ammodytidae" 160 57 0.0350877192982456 0.00143719298245614
"38G0" "Syngnathidae" 115 57 0.0701754385964912 0.00106728070175439
"38G0" "Scophthalmus maximus" 309.318181818182 57 1.26315789473684 0.373829858980189
"38G0" "Zoarces viviparus" 158.333333333333 57 0.140350877192982 0.005570987654321
"38G1" "Myoxocephalus scorpius" 183.607142857143 15 2.53333333333333 0.156805414613642
"38G1" "Scophthalmus rhombus" 370 15 0.266666666666667 0.135074666666667
"38G1" "Lumpenus lampretaeformis" 227.5 15 0.533333333333333 0.0627975833333333
"38G1" "Cyclopterus lumpus" 315 15 0.266666666666667 0.083349
"38G1" "Trisopterus minutus" 93.75 15 0.666666666666667 0.0054931640625
"38G1" "Agonus cataphractus" 126.666666666667 15 1.06666666666667 0.0216778271604939
"38G1" "Trachinus draco" 220 15 0.133333333333333 0.0141973333333333
"38G1" "Gobiidae" 92.5 15 0.8 0.006331625
"38G1" "Pleuronectes platessa" 243.84416214168 15 107.708 15.6165483295298
"38G1" "Melanogrammus aeglefinus" 292.5 15 0.666666666666667 0.1668346875
"38G1" "Salmo trutta" 390 15 0.133333333333333 0.079092
"38G1" "Enchelyopus cimbrius" 250 15 0.133333333333333 0.0208333333333333
"38G1" "Callionymus" 153.015873015873 15 3.2 0.114646138557951
"38G1" "Merlangius merlangus" 184.406186458084 15 355.832 22.3136934139201
"38G1" "Limanda limanda" 203.31786863235 15 2407.38946666667 202.335925906704
"38G1" "Gadus morhua" 333.236117297871 15 708.735266666667 262.264942076241
"38G1" "Pholis gunnellus" 180 15 0.133333333333333 0.007776
"38G1" "Hippoglossoides platessoides" 173.575559163059 15 37.9434666666667 1.98427895435558
"38G1" "Platichthys flesus" 288.110361440285 15 177.662266666667 42.488542200384
"38G1" "Scophthalmus maximus" 300.900383141763 15 9.68933333333333 2.63974586956726
"38G1" "Microstomus kitt" 270 15 0.133333333333333 0.026244
"38G1" "Solea solea" 251.25 15 1.95733333333333 0.3104438090625
"38G1" "Syngnathidae" 125 15 0.266666666666667 0.00520833333333333
"38G1" "Zoarces viviparus" 175 15 0.666666666666667 0.0357291666666667
"38G2" "Agonus cataphractus" 140.666666666667 37 0.432432432432432 0.0120362679479479
"38G2" "Myoxocephalus scorpius" 212.083333333333 37 0.378378378378378 0.0360949075247122
"38G2" "Cyclopterus lumpus" 245 37 0.216216216216216 0.031797027027027
"38G2" "Merlangius merlangus" 195.304664471331 37 9.2972972972973 0.692619262476879
"38G2" "Pleuronectes platessa" 251.264146055094 37 9.78378378378378 1.55202392419258
"38G2" "Scophthalmus rhombus" 302.857142857143 37 0.432432432432432 0.120124535497597
"38G2" "Platichthys flesus" 267.78572886559 37 24.972972972973 4.79548494963144
"38G2" "Arnoglossus laterna" 50 37 0.0540540540540541 6.75675675675676e-05
"38G2" "Scophthalmus maximus" 297.142857142857 37 1.24324324324324 0.326175992435584
"38G2" "Hippoglossoides platessoides" 207.5 37 0.216216216216216 0.0193171283783784
"38G2" "Anguilla anguilla" 380 37 0.0540540540540541 0.0296605405405405
"38G2" "Enchelyopus cimbrius" 250 37 0.108108108108108 0.0168918918918919
"38G2" "Limanda limanda" 208.88090877224 37 63.2708108108108 5.76633201707844
"38G2" "Ammodytidae" 177.5 37 0.216216216216216 0.0120915878378378
"38G2" "Syngnathidae" 100 37 0.0540540540540541 0.000540540540540541
"38G2" "Gadus morhua" 356.365488702293 37 227.794594594595 103.093274038116
"38G2" "Zoarces viviparus" 300 37 0.108108108108108 0.0291891891891892
"38G3" "Myoxocephalus scorpius" 204.363636363636 111 1.42342342342342 0.121491242426679
"38G3" "Pleuronectes platessa" 249.115613402851 111 39.5708558558559 6.11756070098278
"38G3" "Trisopterus minutus" 95 111 0.036036036036036 0.000308963963963964
"38G3" "Salmo salar" 470 111 0.018018018018018 0.0187068468468468
"38G3" "Agonus cataphractus" 160 111 0.0720720720720721 0.00295207207207207
"38G3" "Hyperoplus" 180 111 0.018018018018018 0.00105081081081081
"38G3" "Salmo trutta" 660 111 0.018018018018018 0.0518010810810811
"38G3" "Solea solea" 90 111 0.018018018018018 0.000131351351351351
"38G3" "Melanogrammus aeglefinus" 242 111 0.108108108108108 0.0153216086486486
"38G3" "Cyclopterus lumpus" 198.083333333333 111 0.594594594594595 0.0462130639899274
"38G3" "Merlangius merlangus" 223.134746903368 111 140.150111711712 15.5702312230674
"38G3" "Hippoglossoides platessoides" 210 111 0.0720720720720721 0.00667459459459459
"38G3" "Platichthys flesus" 246.538673975398 111 148.692051351351 22.2814228346291
"38G3" "Eutrigla gurnardus" 200 111 0.018018018018018 0.00144144144144144
"38G3" "Scophthalmus maximus" 291.862573099415 111 1.96116216216216 0.487583192259494
"38G3" "Zoarces viviparus" 346.666666666667 111 0.0540540540540541 0.0225197997997998
"38G3" "Enchelyopus cimbrius" 263.047629906563 111 3.58869279279279 0.653189901485277
"38G3" "Gadus morhua" 305.751257221266 111 980.345636936937 280.210222396345
"38G3" "Pollachius virens" 235.277777777778 111 0.162162162162162 0.0211199193290513
"38G3" "Limanda limanda" 201.681754115843 111 11.3368378378378 0.930018878357317
"38G4" "Agonus cataphractus" 156.666666666667 122 0.0491803278688525 0.00189112932604736
"38G4" "Myoxocephalus scorpius" 210.599145591251 122 2.55737704918033 0.2388716327356
"38G4" "Scophthalmus rhombus" 280 122 0.0163934426229508 0.00359868852459016
"38G4" "Cyclopterus lumpus" 186.264705882353 122 0.475409836065574 0.0307227350700258
"38G4" "Salmo trutta" 540 122 0.0163934426229508 0.0258137704918033
"38G4" "Merlangius merlangus" 234.388403209167 122 15.0054163934426 1.93221928560165
"38G4" "Gobiidae" 40 122 0.0163934426229508 1.04918032786885e-05
"38G4" "Pleuronectes platessa" 243.092462443209 122 68.4535245901639 9.83354915555091
"38G4" "Scophthalmus maximus" 307.062943603057 122 4.8479631147541 1.40359409857679
"38G4" "Platichthys flesus" 242.298223386016 122 130.282731967213 18.5326509509543
"38G4" "Gadus morhua" 308.775353152943 122 1037.00578278689 305.287526037787
"38G4" "Hyperoplus" 187.166666666667 122 0.163934426229508 0.0107486935868245
"38G4" "Pollachius virens" 345 122 0.0327868852459016 0.0134634836065574
"38G4" "Ammodytidae" 170 122 0.0163934426229508 0.000805409836065574
"38G4" "Limanda limanda" 224.382527530356 122 3.10143196721311 0.350371979070565
"38G4" "Enchelyopus cimbrius" 196.111111111111 122 0.131147540983607 0.00989160471339583
"38G5" "Myoxocephalus scorpius" 230 160 0.0125 0.001520875
"38G5" "Salmo salar" 810 160 0.05 0.2657205
"38G5" "Agonus cataphractus" 135 160 0.025 0.00061509375
"38G5" "Gobiidae" 50.6609536153509 160 0.77806125 0.00101165834420143
"38G5" "Platichthys flesus" 258.449580161688 160 789.19082 136.241531798928
"38G5" "Melanogrammus aeglefinus" 326 160 0.1 0.034645976
"38G5" "Merlangius merlangus" 274.023781682793 160 19.51998375 4.01646714184751
"38G5" "Scophthalmus maximus" 313.499427835152 160 1.05517375 0.325112925577242
"38G5" "Pleuronectes platessa" 256.425228063441 160 38.87833125 6.55525917505174
"38G5" "Gadus morhua" 303.893375825113 160 980.137058125 275.07461291618
"38G5" "Pollachius virens" 263.333333333333 160 0.1 0.0182607037037037
"38G5" "Enchelyopus cimbrius" 249.242933916265 160 13.7347125 2.12661139942792
"38G5" "Limanda limanda" 223.5 160 0.1375 0.015350950828125
"38G5" "Anguilla anguilla" 716.25 160 0.0625 0.229653951416016
"38G6" "Agonus cataphractus" 150 65 0.0307692307692308 0.00103846153846154
"38G6" "Salmo salar" 860 65 0.0384615384615385 0.244636923076923
"38G6" "Cyclopterus lumpus" 190 65 0.153846153846154 0.0105523076923077
"38G6" "Merlangius merlangus" 360 65 0.0769230769230769 0.0358892307692308
"38G6" "Myoxocephalus scorpius" 212.5 65 0.0923076923076923 0.00885757211538462
"38G6" "Gobiidae" 40 65 0.0307692307692308 1.96923076923077e-05
"38G6" "Gadus morhua" 351.666059743622 65 539.245169230769 234.518781683223
"38G6" "Hyperoplus" 180 65 0.153846153846154 0.00897230769230769
"38G6" "Platichthys flesus" 259.208907630777 65 45.5081923076923 7.92573140024969
"38G6" "Scophthalmus maximus" 310.079365079365 65 0.861538461538462 0.256858101754409
"38G6" "Pleuronectes platessa" 268.557414682786 65 8.95037692307692 1.73361544405576
"38G7" "Cyclopterus lumpus" 163.75 30 0.4 0.0175632109375
"38G7" "Platichthys flesus" 258.147041051306 30 25.3333333333333 4.35806588707469
"38G7" "Gadus morhua" 365.708635835294 30 58.2666666666667 28.4987506318347
"38G7" "Myoxocephalus scorpius" 250 30 0.0666666666666667 0.0104166666666667
"38G7" "Pleuronectes platessa" 195.041666666667 30 1.93333333333333 0.143446163386815
"38G8" "Cyclopterus lumpus" 177.272727272727 78 0.487179487179487 0.0271403080390684
"38G8" "Myoxocephalus scorpius" 176.666666666667 78 0.179487179487179 0.00989685660018995
"38G8" "Ammodytidae" 140 78 0.0256410256410256 0.000703589743589744
"38G8" "Melanogrammus aeglefinus" 350 78 0.0256410256410256 0.0109935897435897
"38G8" "Merlangius merlangus" 340 78 0.0256410256410256 0.0100779487179487
"38G8" "Hyperoplus" 155 78 0.0512820512820513 0.00190967948717949
"38G8" "Gobiidae" 25 78 0.0512820512820513 8.01282051282051e-06
"38G8" "Pleuronectes platessa" 234.895124716553 78 4.30769230769231 0.55829878635712
"38G8" "Enchelyopus cimbrius" 276 78 0.153846153846154 0.0323455015384616
"38G8" "Gadus morhua" 316.320883008889 78 251.025641025641 79.4514225832839
"38G8" "Platichthys flesus" 239.849808800887 78 404.089743589744 55.7565582001018
"38G8" "Pollachius virens" 350 78 0.0256410256410256 0.0109935897435897
"38G8" "Scophthalmus maximus" 266.111111111111 78 0.153846153846154 0.0289918325947029
"38G9" "Cyclopterus lumpus" 180 69 0.0289855072463768 0.0016904347826087
"38G9" "Ammodytidae" 145 69 0.0869565217391304 0.00265097826086957
"38G9" "Pleuronectes platessa" 255.066666666667 69 1.50724637681159 0.25011824255519
"38G9" "Gadus morhua" 382.151906624377 69 463.942028985507 258.923703074916
"38G9" "Merlangius merlangus" 260 69 0.0579710144927536 0.0101889855072464
"38G9" "Platichthys flesus" 258.220171355582 69 625.217391304348 107.646904313781
"38G9" "Salmo trutta" 625 69 0.0579710144927536 0.141530797101449
"38G9" "Enchelyopus cimbrius" 223.34595959596 69 0.72463768115942 0.0807337665720999
"38G9" "Scophthalmus maximus" 269.5 69 0.318840579710145 0.062409384384058
"38G9" "Zoarces viviparus" 288.333333333333 69 0.173913043478261 0.0416885426731077
"39G0" "Lumpenus lampretaeformis" 155.714285714286 13 1.07692307692308 0.0406602511773943
"39G0" "Cyclopterus lumpus" 330 13 1 0.35937
"39G0" "Gobiidae" 75 13 0.384615384615385 0.00162259615384615
"39G0" "Agonus cataphractus" 137.857142857143 13 3.30769230769231 0.0866588503588249
"39G0" "Arnoglossus laterna" 125 13 1.57846153846154 0.0308293269230769
"39G0" "Hyperoplus" 200 13 0.230769230769231 0.0184615384615385
"39G0" "Hippoglossoides platessoides" 164.150789888078 13 63.435 2.80580751987468
"39G0" "Melanogrammus aeglefinus" 275 13 0.769230769230769 0.159975961538462
"39G0" "Pholis gunnellus" 145 13 0.307692307692308 0.00938038461538462
"39G0" "Callionymus" 187.916666666667 13 3.69230769230769 0.245015627670942
"39G0" "Scophthalmus rhombus" 303.75 13 4.92307692307692 1.37970259615385
"39G0" "Trachinus draco" 230 13 0.692307692307692 0.0842330769230769
"39G0" "Lepidorhombus whiffiagonis" 110 13 0.153846153846154 0.00204769230769231
"39G0" "Pleuronectes platessa" 247.226007681014 13 694.034 104.872884615672
"39G0" "Eutrigla gurnardus" 140 13 0.384615384615385 0.0105538461538462
"39G0" "Solea solea" 242.289915966387 13 5.53846153846154 0.787762244024554
"39G0" "Enchelyopus cimbrius" 300 13 0.153846153846154 0.0415384615384615
"39G0" "Gadus morhua" 344.494112880956 13 165.338461538462 67.5957367530734
"39G0" "Scophthalmus maximus" 305.30303030303 13 5.15384615384615 1.46664428809444
"39G0" "Merlangius merlangus" 176.031469877139 13 88.8353846153846 4.84570457359777
"39G0" "Platichthys flesus" 292.826540504921 13 168.181538461538 42.2288866001776
"39G0" "Myoxocephalus scorpius" 180.100840336134 13 24.0769230769231 1.40652741930574
"39G0" "Buglossidium luteum" 100 13 0.230769230769231 0.00230769230769231
"39G0" "Microstomus kitt" 275.714285714286 13 1.46153846153846 0.306328959407939
"39G0" "Zoarces viviparus" 186.666666666667 13 1.92307692307692 0.125082621082621
"39G0" "Limanda limanda" 178.003007265338 13 2107.35430769231 118.855580617255
"39G0" "Trisopterus minutus" 140 13 0.153846153846154 0.00422153846153846
"39G0" "Syngnathidae" 320 13 0.153846153846154 0.0504123076923077
"39G1" "Callionymus" 118.589981447124 15 5.33333333333333 0.0889493402676863
"39G1" "Cyclopterus lumpus" 250 15 0.2 0.03125
"39G1" "Agonus cataphractus" 144.889926313003 15 15.6666666666667 0.476531021521403
"39G1" "Melanogrammus aeglefinus" 263.75 15 1.33333333333333 0.244633619791667
"39G1" "Gobiidae" 93.4090816225469 15 115.470933333333 0.941109121623712
"39G1" "Eutrigla gurnardus" 136.25 15 0.666666666666667 0.0168623567708333
"39G1" "Lepidorhombus whiffiagonis" 133.333333333333 15 0.4 0.00948148148148148
"39G1" "Ammodytidae" 171.666666666667 15 0.533333333333333 0.0269809135802469
"39G1" "Myoxocephalus scorpius" 174.359461885867 15 217.821866666667 11.5461723392963
"39G1" "Hippoglossoides platessoides" 151.91686349199 15 460.738133333333 16.1537037649636
"39G1" "Buglossidium luteum" 97.5 15 0.8 0.007414875
"39G1" "Gadus morhua" 315.39050881727 15 227.62 71.4095470471296
"39G1" "Lumpenus lampretaeformis" 212.625 15 2.26666666666667 0.217886658117188
"39G1" "Merlangius merlangus" 171.216361208511 15 659.954666666667 33.1245428244306
"39G1" "Scophthalmus rhombus" 293.333333333333 15 0.8 0.20191762962963
"39G1" "Trachinus draco" 240 15 0.133333333333333 0.018432
"39G1" "Pleuronectes platessa" 231.197107869836 15 555.930266666667 68.7017041974147
"39G1" "Trisopterus minutus" 145 15 0.4 0.0121945
"39G1" "Pholis gunnellus" 165.952380952381 15 2.6 0.118829374500594
"39G1" "Solea solea" 213.880718954248 15 13.8 1.35018721807154
"39G1" "Platichthys flesus" 255.766535755418 15 293.8736 49.1690408783296
"39G1" "Merluccius merluccius" 310 15 0.4 0.119164
"39G1" "Microstomus kitt" 259.375 15 1.6 0.27919287109375
"39G1" "Enchelyopus cimbrius" 183.333333333333 15 0.466666666666667 0.0287561728395062
"39G1" "Zoarces viviparus" 132.936099439776 15 76.9026666666667 1.80663406479826
"39G1" "Limanda limanda" 172.59189312414 15 2888.57093333333 148.506073039909
"39G1" "Hyperoplus" 200 15 0.133333333333333 0.0106666666666667
"39G1" "Scophthalmus maximus" 323.333333333333 15 2.93333333333333 0.991545975308643
"39G1" "Syngnathidae" 200 15 0.133333333333333 0.0106666666666667
"39G3" "Agonus cataphractus" 150 104 0.0192307692307692 0.000649038461538462
"39G3" "Melanogrammus aeglefinus" 323.333333333333 104 0.174615384615385 0.0590247210826211
"39G3" "Cyclopterus lumpus" 185 104 0.115384615384615 0.00730572115384615
"39G3" "Merlangius merlangus" 245.200313991599 104 165.993076923077 24.4710746148362
"39G3" "Salmo salar" 700 104 0.0192307692307692 0.0659615384615385
"39G3" "Scophthalmus rhombus" 316 104 0.121346153846154 0.0382901672615385
"39G3" "Eutrigla gurnardus" 250 104 0.0192307692307692 0.00300480769230769
"39G3" "Hippoglossoides platessoides" 236.666666666667 104 0.115384615384615 0.0152953418803419
"39G3" "Solea solea" 250 104 0.0384615384615385 0.00600961538461538
"39G3" "Salmo trutta" 558.333333333333 104 0.0769230769230769 0.133886663105413
"39G3" "Trachinus draco" 220 104 0.0192307692307692 0.00204769230769231
"39G3" "Myoxocephalus scorpius" 185 104 0.0384615384615385 0.00243524038461539
"39G3" "Enchelyopus cimbrius" 265 104 0.0961538461538462 0.0178938701923077
"39G3" "Anguilla anguilla" 585 104 0.0384615384615385 0.077000625
"39G3" "Pleuronectes platessa" 267.582249201897 104 104.764423076923 20.0717724844097
"39G3" "Gadus morhua" 320.736224770612 104 1332.39359519231 439.619122915299
"39G3" "Syngnathidae" 110 104 0.0384615384615385 0.000511923076923077
"39G3" "Platichthys flesus" 268.01156403192 104 148.458155769231 28.5801603230461
"39G3" "Limanda limanda" 232.545739564018 104 22.7907692307692 2.86605252647796
"39G3" "Scophthalmus maximus" 302.477987421384 104 2.49038461538462 0.689203935921282
"39G3" "Pollachius virens" 219.913576881134 104 3.47115384615385 0.369173050135971
"39G3" "Microstomus kitt" 280 104 0.0192307692307692 0.00422153846153846
"39G4" "Gobiidae" 44.5521390374332 92 0.956521739130435 0.000845863968259835
"39G4" "Hippoglossoides platessoides" 175 92 0.0869565217391304 0.00466032608695652
"39G4" "Eutrigla gurnardus" 220 92 0.0217391304347826 0.00231478260869565
"39G4" "Agonus cataphractus" 50 92 0.0217391304347826 2.71739130434783e-05
"39G4" "Cyclopterus lumpus" 173.333333333333 92 0.085554347826087 0.00445541694041868
"39G4" "Melanogrammus aeglefinus" 286.538461538462 92 0.402227173913043 0.0946281134585854
"39G4" "Merluccius merluccius" 308 92 0.108695652173913 0.0317588173913044
"39G4" "Merlangius merlangus" 225.146744535627 92 312.71707826087 35.690169872475
"39G4" "Salmo salar" 870 92 0.0217391304347826 0.143152826086957
"39G4" "Pleuronectes platessa" 277.468528733214 92 178.552760869565 38.1423778313891
"39G4" "Enchelyopus cimbrius" 237.895414380709 92 4.25021630434783 0.572228185174456
"39G4" "Gadus morhua" 301.150904022702 92 1867.93690434783 510.169764200793
"39G4" "Scophthalmus rhombus" 343.333333333333 92 0.0652173913043478 0.0263943719806763
"39G4" "Platichthys flesus" 275.609597619192 92 431.184264130435 90.2705137659735
"39G4" "Solea solea" 267.5 92 0.0647413043478261 0.0123923252659647
"39G4" "Myoxocephalus scorpius" 182 92 0.130434782608696 0.00786334956521739
"39G4" "Anguilla anguilla" 575 92 0.0434782608695652 0.08265625
"39G4" "Salmo trutta" 640 92 0.0217391304347826 0.0569878260869565
"39G4" "Trisopterus minutus" 169.166666666667 92 0.174663043478261 0.00845561886467141
"39G4" "Pollachius virens" 288.861111111111 92 0.934782608695652 0.225308645244178
"39G4" "Scophthalmus maximus" 305.821546025034 92 2.80509782608696 0.802328556754505
"39G4" "Limanda limanda" 233.24243176209 92 8.35104673913044 1.05965281553151
"39G5" "Melanogrammus aeglefinus" 242.5 94 0.0851063829787234 0.0121366090425532
"39G5" "Cyclopterus lumpus" 170 94 0.0212765957446809 0.00104531914893617
"39G5" "Merlangius merlangus" 239.821544243496 94 45.9039861702128 6.33162208785281
"39G5" "Trisopterus minutus" 160 94 0.0631436170212766 0.00258636255319149
"39G5" "Gobiidae" 50.5773809523809 94 0.829787234042553 0.00107358332821107
"39G5" "Anguilla anguilla" 820 94 0.0212765957446809 0.117312340425532
"39G5" "Platichthys flesus" 279.547450677502 94 1039.82554042553 227.157504358215
"39G5" "Pleuronectes platessa" 267.340660355734 94 68.9064212765957 13.1660270908987
"39G5" "Gadus morhua" 323.76061122123 94 1066.96902234043 362.096097677207
"39G5" "Enchelyopus cimbrius" 211.141478749146 94 6.91503617021277 0.650901290594585
"39G5" "Scophthalmus maximus" 300.727272727273 94 0.420728723404255 0.11442491796589
"39G5" "Pollachius virens" 292.5 94 0.0851063829787234 0.021298045212766
"39G5" "Limanda limanda" 223.421052631579 94 0.466026595744681 0.0519736219505792
"39G6" "Hyperoplus" 275 97 0.0405721649484536 0.00843774242912371
"39G6" "Gobiidae" 43.3333333333333 97 0.0811443298969072 6.60274417716686e-05
"39G6" "Cyclopterus lumpus" 183.75 97 0.103092783505155 0.00639602730347938
"39G6" "Agonus cataphractus" 160 97 0.0412371134020619 0.00168907216494845
"39G6" "Platichthys flesus" 288.892197621609 97 353.903918556701 85.3282441848987
"39G6" "Gadus morhua" 337.983900529101 97 1716.19133298969 662.603530182563
"39G6" "Anguilla anguilla" 400 97 0.0206185567010309 0.0131958762886598
"39G6" "Merlangius merlangus" 286.814423369422 97 8.80843711340206 2.07826929065051
"39G6" "Salmo salar" 800 97 0.0618556701030928 0.316701030927835
"39G6" "Enchelyopus cimbrius" 218.045808681786 97 7.4813793814433 0.775576974931873
"39G6" "Scophthalmus maximus" 360.238095238095 97 0.619978350515464 0.289831401694664
"39G6" "Myoxocephalus scorpius" 270 97 0.0206185567010309 0.00405835051546392
"39G6" "Pleuronectes platessa" 271.847178391461 97 47.3149628865979 9.50545680642534
"39G6" "Pollachius virens" 346.666666666667 97 0.0618556701030928 0.0257700801832761
"39G6" "Limanda limanda" 230 97 0.0618556701030928 0.0075259793814433
"39G7" "Cyclopterus lumpus" 170 105 0.0952380952380952 0.00467904761904762
"39G7" "Salmo salar" 760 105 0.019047619047619 0.0836144761904762
"39G7" "Gobiidae" 38.8888888888889 105 0.20952380952381 0.000123228166438043
"39G7" "Merlangius merlangus" 276.805555555556 105 0.781585714285714 0.165768122867418
"39G7" "Myoxocephalus scorpius" 243.333333333333 105 0.171428571428571 0.0246994920634921
"39G7" "Enchelyopus cimbrius" 243.886315512785 105 242.414704761905 35.1658612688982
"39G7" "Hyperoplus" 170 105 0.019047619047619 0.000935809523809524
"39G7" "Pleuronectes platessa" 256.280734419548 105 10.204979047619 1.71775015735606
"39G7" "Limanda limanda" 260 105 0.019047619047619 0.00334780952380952
"39G7" "Platichthys flesus" 281.686419838876 105 338.035652380952 75.5544829053148
"39G7" "Gadus morhua" 338.457420021352 105 1560.95688285714 605.205722517125
"39G7" "Scophthalmus maximus" 312.644258920286 105 1.86986476190476 0.571428072005023
"39G8" "Gadus morhua" 357.467355215608 53 936.037735849057 427.565365925459
"39G8" "Platichthys flesus" 275.072258267379 53 206.894830188679 43.0615856279741
"39G8" "Merlangius merlangus" 340 53 0.113207547169811 0.0444950943396226
"39G8" "Pleuronectes platessa" 262.919247419247 53 2.60377358490566 0.47322791845052
